time,beat_pulses,rate_analogue
3.736,0.009147949516773224,0
3.74,0.009147929027676582,0
3.744,0.00914789643138647,0
3.748,0.009147858247160912,0
3.752,0.009147816337645054,0
3.756,0.009147802367806435,0
3.76,0.00914782378822565,0
3.764,0.009147880909343561,0
3.768,0.009147942997515202,0
3.772,0.009147985838353634,0
3.776,0.009148003533482552,0
3.78,0.009147998876869678,0
3.784,0.009147971868515015,0
3.788,0.009147947654128075,0
3.792,0.009147902950644493,0
3.796,0.009147851210501459,0
3.8,0.009147818200290203,0
3.804,0.009147820062935352,0
3.808,0.009147848933935165,0
3.812,0.009147901087999344,0
3.816,0.009147976525127888,0
3.82,0.009148037061095238,0
3.824,0.00914807990193367,0
3.828,0.00914810411632061,0
3.832,0.009148124605417252,0
3.836,0.009148131124675274,0
3.84,0.009148109704256058,0
3.844,0.009148087352514267,0
3.848,0.009148073382675648,0
3.852,0.009148077107965946,0
3.856,0.00914809014648199,0
3.86,0.00914810225367546,0
3.864,0.009148141369223595,0
3.868,0.009148205630481243,0
3.872,0.009148276410996914,0
3.876,0.00914834812283516,0
3.88,0.009148405864834785,0
3.884,0.009148442186415195,0
3.888,0.009148471057415009,0
3.892,0.009148485027253628,0
3.896,0.009148492477834225,0
3.9,0.009148511104285717,0
3.904,0.009148575365543365,0
3.908,0.00914868712425232,0
3.912,0.009148805878709915,0
3.916,0.009148932062089443,0
3.92,0.009149070829153061,0
3.924,0.00914921797811985,0
3.928,0.009149368852376938,0
3.932,0.009149507051560937,0
3.936,0.009149625355118438,0
3.94,0.009149721823632717,0
3.944,0.009149805642664433,0
3.948,0.009149896912276745,0
3.952,0.009149987250566483,0
3.956,0.009150105528533459,0
3.96,0.009150265716016293,0
3.964,0.00915047712624073,0
3.968,0.009150718338787556,0
3.972,0.009150950987709731,0
3.976,0.009151183068752289,0
3.98,0.009151426143944263,0
3.984,0.009151674807071686,0
3.988,0.009151902981102467,0
3.992,0.009152121841907501,0
3.996,0.009152404963970184,0
4.0,0.009153072722256184,0
4.004,4.993978977203369,0
4.008,4.993978977203369,0
4.012,4.993979454040527,0
4.016,4.9939799308776855,0
4.02,4.993980407714844,0
4.024,4.993980407714844,0
4.028,4.993980884552002,0
4.032,4.993980884552002,0
4.036,4.99398136138916,0
4.04,4.99398136138916,0
4.044,4.99398136138916,0
4.048,4.993981838226318,0
4.052,4.993981838226318,0
4.056,4.993981838226318,0
4.06,4.993982315063477,0
4.064,4.993982315063477,0
4.068,4.993982791900635,0
4.072,4.993982791900635,0
4.076,4.993983268737793,0
4.08,4.993983268737793,0
4.084,4.993983745574951,0
4.088,4.993983745574951,0
4.092,4.993983745574951,0
4.096,4.993983745574951,0
4.1,4.993984222412109,0
4.104,4.993984222412109,0
4.108,4.993984222412109,0
4.112,4.993984222412109,0
4.116,4.993984699249268,0
4.12,4.993984699249268,0
4.124,4.993984699249268,0
4.128,4.993985176086426,0
4.132,4.993985176086426,0
4.136,4.993985176086426,0
4.14,4.993985176086426,0
4.144,4.993985176086426,0
4.148,4.993985176086426,0
4.152,4.993985176086426,0
4.156,4.993985176086426,0
4.16,4.993985652923584,0
4.164,4.993985652923584,0
4.168,4.993985652923584,0
4.172,4.993985652923584,0
4.176,4.993985652923584,0
4.18,4.993985652923584,0
4.184,4.993985652923584,0
4.188,4.993985652923584,0
4.192,4.993985652923584,0
4.196,4.993985652923584,0
4.2,4.993985652923584,0
4.204,4.993985176086426,0
4.208,4.993985176086426,0
4.212,4.993985176086426,0
4.216,4.993985176086426,0
4.22,4.993985176086426,0
4.224,4.993985176086426,0
4.228,4.993985176086426,0
4.232,4.993985176086426,0
4.236,4.993985176086426,0
4.24,4.993985176086426,0
4.244,4.993984699249268,0
4.248,4.993984699249268,0
4.252,4.993984699249268,0
4.256,4.993984699249268,0
4.26,4.993984222412109,0
4.264,4.993984222412109,0
4.268,4.993984222412109,0
4.272,4.993984222412109,0
4.276,4.993984222412109,0
4.28,4.993984222412109,0
4.284,4.993984222412109,0
4.288,4.993983859107608,0
4.292,4.993983745574951,0
4.296,4.993983745574951,0
4.3,4.993983268737793,0
4.304,4.993983268737793,0
4.308,4.993983268737793,0
4.312,4.993983268737793,0
4.316,4.993983268737793,0
4.32,4.993982791900635,0
4.324,4.993982791900635,0
